pid,collaborative,duration_ms,num_albums,num_artists,num_edits,num_followers,num_tracks,diversity_ratio
246,false,17113460,64,60,9,1,67,0.8955223880597015
247,false,3842078,12,13,2,1,18,0.7222222222222222
248,false,4917330,20,17,2,1,25,0.68
249,false,6641777,30,24,7,1,31,0.7741935483870968
250,false,7202128,30,23,19,1,31,0.7419354838709677
251,false,5951576,16,16,10,1,28,0.5714285714285714
252,false,20613122,66,25,6,1,96,0.2604166666666667
253,false,17563757,69,53,23,4,78,0.6794871794871795
254,false,8187579,28,23,9,2,37,0.6216216216216216
255,false,6772221,28,25,3,22,32,0.78125
256,false,15305341,50,38,16,1,66,0.5757575757575758
257,false,9175936,25,15,2,1,37,0.40540540540540543
258,false,10909538,26,15,5,4,38,0.39473684210526316
259,false,14339409,55,49,8,1,88,0.5568181818181818
260,false,12997268,31,17,4,1,55,0.3090909090909091
261,false,4064947,18,17,6,1,18,0.9444444444444444
262,false,31111329,114,77,31,1,145,0.5310344827586206
263,false,9779988,40,32,14,1,44,0.7272727272727273
264,true,45344306,181,167,84,4,188,0.8882978723404256
265,false,27307206,30,23,11,1,120,0.19166666666666668
266,false,2692382,12,12,2,1,12,1.0
267,false,8140922,25,21,14,1,38,0.5526315789473685
268,false,7742394,35,35,8,1,35,1.0
269,false,5684090,26,23,25,1,27,0.8518518518518519
270,false,32143449,136,80,43,2,179,0.44692737430167595
271,false,5311731,19,17,8,1,22,0.7727272727272727
272,false,2974104,12,10,9,1,13,0.7692307692307693
273,false,4068227,17,17,11,1,17,1.0
274,false,14753814,47,39,6,1,59,0.6610169491525424
275,false,14507886,50,44,30,1,66,0.6666666666666666
276,false,2636459,11,11,6,1,12,0.9166666666666666
277,false,10832487,34,25,3,1,46,0.5434782608695652
278,true,1004632,5,5,4,1,5,1.0
279,false,22090714,81,60,43,1,97,0.6185567010309279
280,false,12732512,46,27,7,1,55,0.4909090909090909
281,false,17768780,18,5,10,4,58,0.08620689655172414
282,false,6825682,31,27,13,1,34,0.7941176470588235
283,false,25726813,82,67,75,1,108,0.6203703703703703
284,false,18667177,51,35,4,1,73,0.4794520547945205
285,false,22954669,69,43,38,1,99,0.43434343434343436
286,false,10192296,40,38,16,1,42,0.9047619047619048
287,false,5852214,20,14,9,1,26,0.5384615384615384
288,false,11506662,37,25,5,1,48,0.5208333333333334
289,false,2543865,9,9,3,2,10,0.9
290,false,8039278,32,25,5,1,35,0.7142857142857143
291,false,15999383,59,37,6,1,70,0.5285714285714286
292,false,6954268,13,27,4,1,38,0.7105263157894737
293,false,11613183,16,10,4,2,57,0.17543859649122806
294,false,18718099,62,42,43,1,83,0.5060240963855421
295,false,9019237,35,38,3,2,47,0.8085106382978723
296,false,8320641,31,26,19,11,35,0.7428571428571429
297,false,15067440,7,44,4,1,81,0.5432098765432098
298,false,12429584,32,19,5,1,49,0.3877551020408163
299,false,8138630,27,15,5,1,34,0.4411764705882353
300,false,4011284,16,16,2,1,17,0.9411764705882353
301,false,4366453,8,18,2,1,21,0.8571428571428571
302,false,25101830,90,81,4,1,105,0.7714285714285715
303,false,11513927,10,3,2,1,43,0.06976744186046512
304,false,12463335,40,29,10,2,48,0.6041666666666666
305,false,5593000,25,19,9,3,26,0.7307692307692307
306,false,6779280,16,12,8,1,29,0.41379310344827586
307,false,6253280,23,20,3,1,24,0.8333333333333334
308,false,4150010,16,16,3,1,17,0.9411764705882353
309,false,10681914,45,42,14,1,47,0.8936170212765957
310,false,12219595,43,32,4,1,51,0.6274509803921569
311,false,10542273,46,31,10,1,56,0.5535714285714286
312,false,5397462,23,22,9,1,23,0.9565217391304348
313,false,1212478,4,4,4,1,6,0.6666666666666666
314,false,9505810,37,23,6,1,38,0.6052631578947368
315,false,6877882,26,20,3,2,29,0.6896551724137931
316,false,13552645,49,43,45,1,54,0.7962962962962963
317,false,7089317,27,23,3,2,30,0.7666666666666667
318,false,2610032,10,9,5,1,11,0.8181818181818182
319,false,14326291,50,38,2,1,63,0.6031746031746031
320,false,5542687,26,25,19,2,26,0.9615384615384616
321,false,6725888,7,3,2,1,31,0.0967741935483871
322,false,11012768,33,29,2,3,35,0.8285714285714286
323,false,7088594,22,12,4,1,30,0.4
324,false,22279115,63,40,21,3,74,0.5405405405405406
325,true,6599221,18,26,4,1,34,0.7647058823529411
326,false,25182544,80,51,7,3,101,0.504950495049505
327,false,3190461,18,15,2,1,18,0.8333333333333334
328,false,25668008,97,48,93,4,123,0.3902439024390244
329,false,23258201,70,41,26,3,89,0.4606741573033708
330,false,45748141,170,149,68,1,179,0.8324022346368715
331,false,33436194,118,92,17,5,135,0.6814814814814815
332,false,11843337,46,29,23,2,60,0.48333333333333334
333,false,13568608,37,30,14,2,55,0.5454545454545454
334,false,29638000,101,80,7,1,124,0.6451612903225806
335,false,30444466,94,57,15,2,143,0.3986013986013986
336,false,1170598,5,4,2,1,5,0.8
337,false,1820885,8,7,4,1,8,0.875
338,false,28122775,80,57,3,1,118,0.4830508474576271
339,false,45868016,77,47,60,4,126,0.373015873015873
340,false,4539311,17,15,7,1,23,0.6521739130434783
341,false,50144158,165,127,90,3,209,0.6076555023923444
342,false,43330767,127,111,15,1,167,0.6646706586826348
343,false,7914593,29,25,7,1,32,0.78125
344,false,6545278,31,23,4,1,35,0.6571428571428571
345,false,4643215,6,5,2,6,16,0.3125
346,false,2661531,12,11,6,2,12,0.9166666666666666
347,false,6551213,13,3,5,1,28,0.10714285714285714
348,false,44886478,119,76,17,1,202,0.37623762376237624
349,false,5286771,25,24,16,1,26,0.9230769230769231
350,false,19787271,70,40,5,1,83,0.4819277108433735
351,false,13840477,54,49,30,1,59,0.8305084745762712
352,false,5482381,24,18,7,1,28,0.6428571428571429
353,false,5443704,16,10,17,3,23,0.43478260869565216
354,false,17231492,57,45,5,1,64,0.703125
355,false,15592913,62,45,3,1,70,0.6428571428571429
356,false,7540174,25,23,3,1,38,0.6052631578947368
357,false,41285947,151,124,61,1,161,0.7701863354037267
358,false,16889187,58,42,10,1,75,0.56
359,false,12011735,52,45,17,1,54,0.8333333333333334
360,false,29612805,121,107,20,1,132,0.8106060606060606
361,false,18559219,74,63,53,1,79,0.7974683544303798
362,false,51374372,163,114,79,1,236,0.4830508474576271
363,false,24867623,90,58,29,1,101,0.5742574257425742
364,false,10060589,41,37,16,1,46,0.8043478260869565
365,false,29409896,114,90,18,15,128,0.703125
366,false,2277105,6,4,2,1,9,0.4444444444444444
367,false,28379452,85,56,45,1,118,0.4745762711864407
368,false,5702204,15,12,9,1,25,0.48
369,false,17456909,42,26,14,1,60,0.43333333333333335
370,false,8161116,33,27,7,2,44,0.6136363636363636
371,false,3675883,15,14,4,1,15,0.9333333333333333
372,false,2478019,8,7,2,1,10,0.7
373,false,14549013,42,36,13,2,63,0.5714285714285714
374,false,28515226,111,88,25,1,122,0.7213114754098361
375,false,19672852,57,36,14,1,82,0.43902439024390244
376,false,20937145,77,66,49,1,88,0.75
377,false,4899854,12,12,3,1,22,0.5454545454545454
378,false,15202639,37,15,7,1,69,0.21739130434782608
379,false,22446377,75,55,11,7,99,0.5555555555555556
380,false,29808136,103,67,23,3,134,0.5
381,false,13338999,39,33,14,1,54,0.6111111111111112
382,false,3617477,14,13,5,2,14,0.9285714285714286
383,false,6189886,30,29,17,2,31,0.9354838709677419
384,false,10981819,43,37,18,2,46,0.8043478260869565
385,false,6849369,26,23,10,1,27,0.8518518518518519
386,false,5174542,22,16,5,1,23,0.6956521739130435
387,false,1002971,4,3,3,1,5,0.6
388,false,7214292,28,24,4,1,29,0.8275862068965517
389,false,37004827,161,140,81,2,174,0.8045977011494253
390,false,7507260,29,27,15,1,30,0.9
391,false,12322081,56,47,18,3,68,0.6911764705882353
392,false,20317291,78,70,56,1,88,0.7954545454545454
393,false,15702225,49,33,16,1,72,0.4583333333333333
394,false,5667027,21,20,2,1,23,0.8695652173913043
395,false,13079525,57,45,12,1,61,0.7377049180327869
396,false,35191686,103,75,13,1,152,0.4934210526315789
397,false,4790006,17,12,7,1,22,0.5454545454545454
398,false,4724058,12,10,6,1,16,0.625
399,false,6903551,25,18,2,1,28,0.6428571428571429
400,false,8172580,32,30,17,1,40,0.75
401,false,35978286,162,133,49,4,170,0.7823529411764706
402,false,44224023,99,94,5,1,129,0.7286821705426356
403,false,47796786,167,119,70,4,210,0.5666666666666667
404,false,14809281,26,17,3,1,73,0.2328767123287671
405,false,49840293,168,94,93,1,214,0.4392523364485981
406,false,57817131,130,73,16,2,228,0.3201754385964912
407,false,11463791,9,3,5,1,51,0.058823529411764705
408,false,2161944,9,8,6,1,9,0.8888888888888888
409,false,8890863,28,22,8,1,33,0.6666666666666666
410,false,21653950,17,10,4,1,87,0.11494252873563218
411,false,37973952,135,104,80,1,169,0.6153846153846154
412,false,40797603,107,69,22,2,189,0.36507936507936506
413,true,5345965,22,21,13,1,22,0.9545454545454546
414,false,3623844,15,10,2,1,17,0.5882352941176471
415,false,2473737,9,6,5,1,12,0.5
416,false,9971391,42,29,3,1,44,0.6590909090909091
417,false,4516482,8,6,4,1,17,0.35294117647058826
418,true,4042078,8,8,9,1,18,0.4444444444444444
419,false,31247117,110,87,25,1,121,0.71900826446281
420,false,24692333,35,23,29,1,109,0.21100917431192662
421,false,5759204,21,20,2,1,23,0.8695652173913043
422,false,13301408,47,28,3,1,55,0.509090909090909
423,false,3872886,11,7,2,1,18,0.3888888888888889
424,false,35954911,89,62,32,1,122,0.5081967213114754
425,false,2339579,10,7,3,1,10,0.7
426,false,20413157,69,59,19,3,90,0.6555555555555556
427,false,25137572,100,81,4,4,113,0.7168141592920354
428,false,24126961,88,72,8,1,111,0.6486486486486487
429,false,9498986,36,33,19,7,41,0.8048780487804879
430,false,5703259,2,11,2,1,28,0.39285714285714285
431,false,22270488,86,74,3,1,94,0.7872340425531915
432,false,21216501,80,74,51,1,84,0.8809523809523809
433,false,7444505,25,21,9,1,29,0.7241379310344828
434,false,24165285,67,39,6,1,100,0.39
435,false,10914764,35,28,3,1,44,0.6363636363636364
436,false,38166653,72,34,50,2,151,0.2251655629139073
437,false,44540531,157,131,62,1,199,0.6582914572864321
438,false,23006426,84,73,55,1,92,0.7934782608695652
439,false,42572851,116,77,8,2,174,0.4425287356321839
440,false,5700465,21,19,2,1,24,0.7916666666666666
441,false,49593533,176,141,46,4,203,0.6945812807881774
442,false,48662391,151,87,63,4,195,0.4461538461538462
443,false,10588977,38,36,19,2,41,0.8780487804878049
444,false,2662059,9,6,6,1,12,0.5
445,false,5948451,21,16,5,1,24,0.6666666666666666
446,false,9061700,40,36,13,1,42,0.8571428571428571
447,false,35055308,39,49,4,1,166,0.29518072289156627
448,false,5695510,24,23,15,1,26,0.8846153846153846
449,false,3853134,15,13,6,1,16,0.8125
450,false,15955232,56,41,17,2,74,0.5540540540540541
451,false,5792425,21,19,7,1,22,0.8636363636363636
452,false,16804240,71,59,20,2,77,0.7662337662337663
453,false,37834259,124,108,74,1,159,0.6792452830188679
454,false,35784342,82,36,24,1,159,0.22641509433962265
455,false,10313789,42,40,17,1,45,0.8888888888888888
456,false,51403555,139,87,97,1,240,0.3625
457,false,14153692,58,52,8,3,63,0.8253968253968254
458,false,20724857,81,71,61,1,89,0.797752808988764
459,true,24677599,87,78,87,2,102,0.7647058823529411
460,false,22939246,89,64,26,3,95,0.6736842105263158
461,false,4381406,18,18,3,2,18,1.0
462,false,11622691,42,33,12,2,51,0.6470588235294118
463,false,5905301,27,19,5,1,32,0.59375
464,false,2847637,13,13,7,1,13,1.0
465,false,23574237,69,20,9,2,140,0.14285714285714285
466,false,5557362,17,14,7,1,26,0.5384615384615384
467,false,36302317,16,17,3,1,130,0.13076923076923078
468,false,33311177,117,104,69,4,140,0.7428571428571429
469,false,13101094,20,12,8,1,62,0.1935483870967742
470,false,33179507,66,70,36,1,173,0.4046242774566474
471,false,32270515,102,83,22,1,142,0.5845070422535211
472,false,32037134,68,26,28,1,139,0.18705035971223022
473,false,12585762,41,29,29,1,51,0.5686274509803921
474,false,4029486,7,3,4,1,24,0.125
475,false,39994234,144,111,113,1,175,0.6342857142857142
476,false,18122170,67,65,10,1,78,0.8333333333333334
477,false,2417457,12,12,2,1,12,1.0
478,false,13092323,52,48,13,1,60,0.8
479,false,11477824,38,26,17,1,51,0.5098039215686274
480,false,22352013,78,50,27,1,99,0.5050505050505051
481,false,5323927,17,11,6,1,22,0.5
482,false,1562705,6,6,4,2,6,1.0
483,false,53978628,131,69,9,1,241,0.2863070539419087
484,false,4499260,20,18,3,1,21,0.8571428571428571
485,false,14488430,53,52,2,1,57,0.9122807017543859
486,false,3837468,5,3,4,1,17,0.17647058823529413
487,false,9044857,40,34,25,1,41,0.8292682926829268
488,false,6544676,36,33,3,1,36,0.9166666666666666
489,false,12956659,42,35,3,1,59,0.5932203389830508
490,false,3329570,9,9,5,1,15,0.6
491,false,49468947,183,156,129,2,218,0.7155963302752294
492,false,10072445,15,5,2,1,34,0.14705882352941177
493,false,16276487,44,36,17,1,58,0.6206896551724138
494,false,6234350,27,23,6,1,27,0.8518518518518519
495,false,3886228,16,15,6,1,18,0.8333333333333334
496,false,4431454,20,20,6,1,20,1.0
497,false,4708341,23,24,3,1,25,0.96
498,false,16323263,41,20,7,1,71,0.28169014084507044
499,false,20264434,78,69,6,1,87,0.7931034482758621
500,false,6483456,26,24,3,1,28,0.8571428571428571
501,false,6138290,19,14,6,1,28,0.5
502,false,11001091,45,43,24,1,52,0.8269230769230769
503,false,4395793,18,16,10,2,25,0.64
504,false,43925879,132,92,30,1,158,0.5822784810126582
505,false,13046807,40,30,6,1,54,0.5555555555555556
506,false,15632980,45,22,5,1,71,0.30985915492957744
507,false,8142362,19,13,9,1,32,0.40625
508,false,5568007,26,22,21,2,26,0.8461538461538461
509,false,21298674,73,55,56,3,85,0.6470588235294118
510,false,8397487,20,16,2,1,36,0.4444444444444444
511,false,7117095,22,20,14,3,32,0.625
512,false,8130764,31,26,10,1,33,0.7878787878787878
513,false,9155649,45,36,7,1,46,0.782608695652174
514,true,7108879,26,17,4,1,31,0.5483870967741935
515,false,7708849,24,12,11,2,36,0.3333333333333333
516,false,48588746,171,140,41,13,188,0.7446808510638298
517,false,11305008,44,38,14,1,44,0.8636363636363636
518,false,4044572,13,12,3,1,14,0.8571428571428571
519,false,12628932,53,50,3,2,55,0.9090909090909091
520,false,6739650,27,26,2,1,29,0.896551724137931
521,false,27364349,108,85,45,1,127,0.6692913385826772
522,false,4535591,21,19,3,1,21,0.9047619047619048
523,false,36820002,107,77,72,2,152,0.506578947368421
524,false,11118596,30,14,2,1,64,0.21875
525,false,28666216,67,25,14,1,139,0.17985611510791366
526,false,28492715,118,96,33,6,127,0.7559055118110236
527,false,13221839,45,32,15,3,49,0.6530612244897959
528,false,25752229,88,42,20,1,137,0.30656934306569344
529,false,8740289,34,32,21,2,36,0.8888888888888888
530,false,10931073,42,23,15,1,51,0.45098039215686275
531,false,1543972,6,6,5,1,6,1.0
